Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,cogs,Tax 5%,selling price,profit,Date,Time,Payment,Rating
457-13-1708,B,karur,Member,Male,Fashion accessories,65.23,9,652.3,32.615,734.92,50.00,8/1/2022,19:07,Credit card,5.028432787
664-14-2882,C,Chennai,Member,Female,Home and lifestyle,10.53,4,52.65,2.6325,76.28,21.00,1/30/2022,14:43,Credit card,5.60863657
487-79-6868,B,karur,Member,Female,Home and lifestyle,12.29,8,110.61,5.5305,160.14,44.00,3/26/2022,19:28,Credit card,7.736050441
314-23-4520,C,Chennai,Member,Male,Health and beauty,81.23,6,568.61,28.4305,623.04,26.00,1/15/2022,20:44,Cash,8.703056746
210-30-7976,B,karur,Member,Female,Fashion accessories,22.32,4,89.28,4.464,113.74,20.00,3/14/2022,11:16,Ewallet,3.964725851
585-86-8361,A,Trichy,Normal,Female,Food and beverages,27.28,4,136.4,6.82,154.22,11.00,3/2/2022,10:31,Credit card,8.316254224
807-14-7833,A,Trichy,Member,Female,Electronic accessories,17.42,9,174.2,8.71,227.91,45.00,2/22/2022,12:30,Ewallet,6.769044136
775-72-1988,B,karur,Normal,Male,Home and lifestyle,73.28,4,366.4,18.32,400.72,16.00,1/24/2022,15:05,Ewallet,8.122852963
288-38-3758,C,Chennai,Member,Female,Fashion accessories,84.87,3,254.61,12.7305,312.34,45.00,1/25/2022,18:30,Ewallet,7.155846658
652-43-6591,A,Trichy,Normal,Female,Fashion accessories,97.29,7,778.32,38.916,850.24,33.00,9/3/2022,13:18,Credit card,5.995439092
785-96-0615,B,karur,Member,Female,Electronic accessories,35.74,7,285.92,14.296,346.22,46.00,2/17/2022,15:28,Ewallet,4.738330895
406-46-7107,A,Trichy,Normal,Female,Home and lifestyle,96.52,5,579.12,28.956,648.08,40.00,11/1/2022,11:52,Cash,4.351528373
250-17-5703,A,Trichy,Member,Male,Food and beverages,18.85,9,188.5,9.425,244.93,47.00,2/27/2022,18:24,Ewallet,5.415235309
156-95-3964,A,Trichy,Normal,Female,Food and beverages,55.39,4,221.56,11.078,257.64,25.00,3/25/2022,15:19,Ewallet,7.736050441
842-40-8179,B,karur,Member,Female,Food and beverages,77.2,9,772,38.6,848.60,38.00,11/2/2022,10:38,Credit card,5.415235309
525-09-8450,B,karur,Normal,Male,Electronic accessories,72.13,9,721.3,36.065,789.37,32.00,1/31/2022,15:12,Credit card,4.061426482
410-67-1709,A,Trichy,Member,Female,Fashion accessories,63.88,7,511.04,25.552,576.59,40.00,1/20/2022,17:48,Ewallet,9.573362421
587-73-4862,A,Trichy,Member,Female,Health and beauty,10.69,4,53.45,2.6725,88.12,32.00,3/26/2022,11:07,Ewallet,7.349247919
787-87-2010,A,Trichy,Member,Male,Health and beauty,55.5,4,222,11.1,248.10,15.00,1/20/2022,15:48,Credit card,6.382241614
593-14-4239,B,karur,Normal,Female,Home and lifestyle,95.46,7,763.68,38.184,829.86,28.00,5/3/2022,19:40,Ewallet,4.544929634
801-88-0346,C,Chennai,Normal,Female,Fashion accessories,76.06,3,228.18,11.409,277.59,38.00,5/1/2022,20:30,Credit card,9.47666179
388-76-2555,B,karur,Normal,Male,Sports and travel,13.69,5,82.14,4.107,120.25,34.00,2/13/2022,13:59,Cash,6.092139722
711-31-1234,B,karur,Normal,Female,Electronic accessories,95.64,4,382.56,19.128,414.69,13.00,3/16/2022,18:51,Cash,7.639349811
886-54-6089,A,Trichy,Normal,Female,Home and lifestyle,11.43,5,68.58,3.429,108.01,36.00,1/15/2022,17:24,Cash,7.44594855
707-32-7409,B,karur,Member,Female,Sports and travel,95.54,4,382.16,19.108,432.27,31.00,2/26/2022,11:58,Ewallet,4.351528373
759-98-4285,C,Chennai,Member,Female,Health and beauty,85.87,6,601.09,30.0545,679.14,48.00,2/27/2022,19:01,Credit card,7.736050441
201-63-8275,C,Chennai,Member,Female,Sports and travel,67.99,6,475.93,23.7965,522.73,23.00,2/17/2022,16:50,Ewallet,5.511935939
471-06-8611,C,Chennai,Normal,Female,Food and beverages,52.42,1,52.42,2.621,82.04,27.00,6/2/2022,10:22,Credit card,6.092139722
200-16-5952,C,Chennai,Member,Male,Food and beverages,65.65,2,131.3,6.565,177.87,40.00,1/17/2022,16:46,Cash,5.802037831
120-54-2248,B,karur,Normal,Female,Food and beverages,28.86,4,144.3,7.215,176.52,25.00,1/22/2022,18:08,Credit card,7.736050441
102-77-2261,C,Chennai,Member,Male,Health and beauty,65.31,6,457.17,22.8585,530.03,50.00,5/3/2022,18:02,Credit card,4.061426482
875-31-8302,B,karur,Normal,Male,Sports and travel,93.38,1,93.38,4.669,119.05,21.00,3/1/2022,13:07,Cash,9.283260529
102-06-2002,C,Chennai,Member,Male,Sports and travel,25.25,4,126.25,6.3125,142.56,10.00,3/20/2022,17:52,Cash,5.898738461
457-94-0464,B,karur,Member,Male,Electronic accessories,87.87,8,790.83,39.5415,869.37,39.00,1/31/2022,20:32,Ewallet,5.415235309
629-42-4133,C,Chennai,Normal,Male,Health and beauty,21.8,7,174.4,8.72,232.12,49.00,2/19/2022,19:24,Cash,8.026152333
534-53-3526,A,Trichy,Normal,Female,Sports and travel,94.76,4,379.04,18.952,436.99,39.00,11/2/2022,16:06,Ewallet,7.54264918
307-04-2070,A,Trichy,Member,Female,Fashion accessories,30.62,1,30.62,1.531,60.15,28.00,5/2/2022,14:14,Credit card,3.964725851
468-99-7231,C,Chennai,Normal,Female,Home and lifestyle,44.01,7,352.08,17.604,384.68,15.00,3/3/2022,17:36,Cash,8.509655485
516-77-6464,C,Chennai,Member,Female,Health and beauty,10.16,4,50.8,2.54,101.34,48.00,2/24/2022,13:08,Ewallet,3.964725851
404-91-5964,A,Trichy,Normal,Male,Electronic accessories,74.58,6,522.06,26.103,590.16,42.00,4/2/2022,16:09,Credit card,8.703056746
886-77-9084,C,Chennai,Normal,Male,Electronic accessories,71.89,7,575.12,28.756,640.88,37.00,2/19/2022,11:33,Ewallet,5.318534678
790-38-4466,C,Chennai,Normal,Female,Health and beauty,10.99,4,54.95,2.7475,79.70,22.00,1/23/2022,10:18,Credit card,8.993158638
704-10-4056,C,Chennai,Member,Male,Health and beauty,60.47,3,181.41,9.0705,233.48,43.00,1/14/2022,10:55,Credit card,5.415235309
497-37-6538,A,Trichy,Normal,Male,Sports and travel,58.91,6,412.37,20.6185,481.99,49.00,1/17/2022,15:15,Ewallet,9.37996116
651-96-5970,A,Trichy,Normal,Male,Fashion accessories,46.41,1,46.41,2.3205,74.73,26.00,3/3/2022,20:06,Credit card,3.868025221
400-80-4065,C,Chennai,Member,Male,Health and beauty,68.55,4,274.2,13.71,301.91,14.00,2/15/2022,20:21,Credit card,8.896458007
744-16-7898,B,karur,Normal,Female,Home and lifestyle,97.37,9,973.7,48.685,1052.39,30.00,1/15/2022,13:48,Credit card,4.738330895
263-12-5321,A,Trichy,Member,Male,Electronic accessories,92.6,6,648.2,32.41,691.61,11.00,2/27/2022,12:52,Credit card,8.993158638
702-72-0487,A,Trichy,Normal,Female,Electronic accessories,46.61,2,93.22,4.661,112.88,15.00,2/26/2022,12:28,Credit card,6.382241614
605-83-1050,B,karur,Normal,Male,Fashion accessories,27.18,2,54.36,2.718,101.08,44.00,3/15/2022,16:26,Ewallet,4.158127112
443-60-9639,C,Chennai,Member,Female,Home and lifestyle,60.87,1,60.87,3.0435,88.91,25.00,1/24/2022,13:24,Cash,5.318534678
864-24-7918,A,Trichy,Member,Female,Sports and travel,24.49,9,244.9,12.245,306.15,49.00,2/22/2022,15:15,Cash,7.832751072
359-94-5395,B,karur,Normal,Male,Health and beauty,92.78,1,92.78,4.639,118.42,21.00,3/15/2022,10:50,Credit card,9.47666179
401-09-4232,C,Chennai,Member,Male,Home and lifestyle,86.69,4,433.45,21.6725,491.12,36.00,11/2/2022,18:38,Ewallet,9.089859268
751-15-6198,B,karur,Normal,Male,Sports and travel,23.01,5,138.06,6.903,185.96,41.00,12/1/2022,16:45,Ewallet,7.639349811
324-41-6833,C,Chennai,Member,Female,Electronic accessories,30.2,7,241.6,12.08,284.68,31.00,3/3/2022,19:30,Ewallet,4.931732156
474-33-8305,C,Chennai,Member,Male,Fashion accessories,67.39,6,471.73,23.5865,524.32,29.00,3/23/2022,13:23,Ewallet,6.672343505
759-29-9521,A,Trichy,Member,Female,Fashion accessories,48.96,8,440.64,22.032,498.67,36.00,4/3/2022,11:27,Cash,7.736050441
831-81-6575,B,karur,Member,Female,Electronic accessories,75.59,8,680.31,34.0155,749.33,35.00,2/23/2022,11:12,Cash,7.736050441
220-68-6701,A,Trichy,Normal,Female,Home and lifestyle,77.47,4,309.88,15.494,374.37,49.00,3/17/2022,16:36,Cash,4.061426482
618-34-8551,A,Trichy,Normal,Female,Sports and travel,93.18,2,186.36,9.318,209.68,14.00,1/16/2022,18:41,Credit card,8.219553594
257-60-7754,A,Trichy,Normal,Female,Electronic accessories,50.23,4,200.92,10.046,221.97,11.00,8/1/2022,17:12,Cash,8.703056746
559-61-5987,B,karur,Normal,Female,Health and beauty,17.75,1,17.75,0.8875,48.64,30.00,1/14/2022,10:38,Cash,8.316254224
189-55-2313,C,Chennai,Normal,Female,Fashion accessories,62.18,9,621.8,31.09,685.89,33.00,1/31/2022,10:33,Ewallet,5.802037831
565-91-4567,B,karur,Normal,Male,Health and beauty,10.75,7,86,4.3,103.30,13.00,3/15/2022,14:38,Ewallet,5.995439092
380-60-5336,A,Trichy,Normal,Female,Electronic accessories,40.26,9,402.6,20.13,439.73,17.00,2/24/2022,18:06,Credit card,4.835031526
815-04-6282,C,Chennai,Member,Female,Sports and travel,64.97,4,324.85,16.2425,388.09,47.00,8/2/2022,12:52,Credit card,6.285540983
674-56-6360,A,Trichy,Normal,Male,Electronic accessories,95.15,1,95.15,4.7575,114.91,15.00,3/22/2022,14:00,Cash,5.802037831
778-34-2523,A,Trichy,Member,Female,Electronic accessories,48.62,7,388.96,19.448,450.41,42.00,1/24/2022,10:57,Cash,4.835031526
499-27-7781,B,karur,Normal,Female,Food and beverages,53.21,7,425.68,21.284,476.96,30.00,3/14/2022,16:45,Ewallet,4.835031526
477-59-2456,C,Chennai,Normal,Female,Fashion accessories,45.44,6,318.08,15.904,346.98,13.00,1/23/2022,11:15,Cash,8.896458007
832-51-6761,A,Trichy,Normal,Male,Food and beverages,33.88,7,271.04,13.552,302.59,18.00,1/19/2022,20:29,Ewallet,9.283260529
869-11-3082,B,karur,Member,Male,Health and beauty,96.16,4,384.64,19.232,451.87,48.00,1/27/2022,20:03,Credit card,8.122852963
190-59-3964,B,karur,Member,Male,Food and beverages,47.16,4,235.8,11.79,279.59,32.00,3/2/2022,14:35,Credit card,5.802037831
366-43-6862,B,karur,Normal,Male,Electronic accessories,52.89,4,211.56,10.578,247.14,25.00,3/25/2022,16:32,Ewallet,6.478942244
186-43-8965,A,Trichy,Member,Female,Home and lifestyle,47.68,2,95.36,4.768,130.13,30.00,2/24/2022,10:10,Credit card,3.964725851
784-21-9238,C,Chennai,Member,Male,Sports and travel,10.17,1,10.17,0.5085,38.68,28.00,7/2/2022,14:15,Cash,5.7053372
276-75-6884,A,Trichy,Normal,Female,Health and beauty,68.71,3,206.13,10.3065,249.44,33.00,4/3/2022,10:05,Cash,8.412954855
109-86-4363,B,karur,Member,Female,Sports and travel,60.08,6,420.56,21.028,477.59,36.00,2/14/2022,11:36,Credit card,4.351528373
569-76-2760,A,Trichy,Member,Female,Sports and travel,22.01,4,88.04,4.402,138.44,46.00,1/29/2022,18:15,Credit card,6.382241614
222-42-0244,B,karur,Member,Female,Health and beauty,72.11,8,648.99,32.4495,691.44,10.00,1/28/2022,13:53,Credit card,7.44594855
760-53-9233,A,Trichy,Member,Male,Fashion accessories,41.28,3,123.84,6.192,143.03,13.00,3/26/2022,18:37,Credit card,8.219553594
538-22-0304,C,Chennai,Normal,Male,Electronic accessories,64.95,9,649.5,32.475,703.98,22.00,3/24/2022,18:27,Cash,5.028432787
416-17-9926,A,Trichy,Member,Female,Electronic accessories,74.22,9,742.2,37.11,791.31,12.00,1/1/2022,14:42,Credit card,4.158127112
237-44-6163,A,Trichy,Normal,Male,Electronic accessories,10.56,7,84.48,4.224,104.70,16.00,1/24/2022,17:43,Cash,7.349247919
636-17-0325,B,karur,Normal,Male,Health and beauty,62.57,4,250.28,12.514,273.79,11.00,2/25/2022,18:37,Cash,9.186559899
343-75-9322,B,karur,Member,Female,Sports and travel,11.85,7,94.8,4.74,126.54,27.00,9/1/2022,16:34,Cash,3.964725851
528-14-9470,A,Trichy,Member,Male,Health and beauty,91.3,1,91.3,4.565,109.87,14.00,2/14/2022,14:42,Ewallet,8.896458007
427-45-9297,B,karur,Member,Female,Home and lifestyle,40.73,6,285.11,14.2555,338.37,39.00,12/3/2022,11:01,Ewallet,5.221834048
807-34-3742,A,Trichy,Normal,Male,Fashion accessories,52.38,1,52.38,2.619,94.00,39.00,3/26/2022,19:44,Cash,5.60863657
288-62-1085,A,Trichy,Member,Male,Fashion accessories,38.54,4,192.7,9.635,237.34,35.00,9/1/2022,13:34,Ewallet,5.415235309
670-71-7306,B,karur,Normal,Male,Sports and travel,44.63,5,267.78,13.389,309.17,28.00,2/1/2022,20:08,Credit card,4.931732156
660-29-7083,C,Chennai,Normal,Male,Electronic accessories,55.87,9,558.7,27.935,623.64,37.00,1/15/2022,15:01,Cash,5.60863657
271-77-8740,C,Chennai,Member,Female,Sports and travel,29.22,5,175.32,8.766,201.09,17.00,1/1/2022,11:40,Ewallet,4.835031526
497-36-0989,A,Trichy,Normal,Male,Fashion accessories,51.94,3,155.82,7.791,181.61,18.00,2/15/2022,15:21,Cash,7.639349811
291-59-1384,B,karur,Normal,Male,Electronic accessories,60.3,1,60.3,3.015,79.32,16.00,2/28/2022,17:38,Cash,5.802037831
860-73-6466,A,Trichy,Member,Female,Sports and travel,39.47,2,78.94,3.947,109.89,27.00,2/3/2022,16:16,Credit card,4.835031526
549-23-9016,C,Chennai,Member,Female,Food and beverages,14.87,2,29.74,1.487,49.23,18.00,2/13/2022,18:15,Credit card,8.606356116
896-34-0956,A,Trichy,Normal,Male,Fashion accessories,21.32,1,21.32,1.066,61.39,39.00,1/26/2022,12:43,Cash,5.7053372
804-38-3935,A,Trichy,Member,Male,Electronic accessories,93.78,3,281.34,14.067,307.41,12.00,1/30/2022,11:32,Credit card,5.7053372
585-90-0249,A,Trichy,Member,Male,Electronic accessories,73.26,1,73.26,3.663,104.92,28.00,1/27/2022,18:08,Ewallet,9.37996116
862-29-5914,C,Chennai,Normal,Female,Sports and travel,22.38,1,22.38,1.119,62.50,39.00,1/30/2022,17:08,Credit card,8.316254224
845-94-6841,C,Chennai,Member,Female,Food and beverages,72.88,8,655.92,32.796,737.72,49.00,8/1/2022,19:38,Cash,3.868025221
125-45-2293,A,Trichy,Normal,Female,Fashion accessories,99.1,5,594.6,29.73,644.33,20.00,1/19/2022,13:11,Cash,4.061426482
843-73-4724,A,Trichy,Normal,Male,Fashion accessories,74.1,1,74.1,3.705,125.81,48.00,1/25/2022,11:05,Cash,8.896458007
409-33-9708,A,Trichy,Normal,Female,Fashion accessories,98.48,2,196.96,9.848,222.81,16.00,2/19/2022,10:12,Ewallet,8.896458007
658-66-3967,C,Chennai,Normal,Male,Health and beauty,53.19,6,372.33,18.6165,429.95,39.00,1/14/2022,15:42,Ewallet,4.835031526
866-70-2814,B,karur,Normal,Female,Electronic accessories,52.79,9,527.9,26.395,592.30,38.00,2/25/2022,11:58,Ewallet,9.670063051
160-22-2687,A,Trichy,Member,Female,Health and beauty,95.95,4,479.75,23.9875,515.74,12.00,1/23/2022,14:21,Ewallet,8.509655485
895-03-6665,B,karur,Normal,Female,Fashion accessories,36.51,8,328.59,16.4295,356.02,11.00,2/16/2022,10:52,Cash,4.061426482
770-42-8960,B,karur,Normal,Male,Food and beverages,21.12,7,168.96,8.448,201.41,24.00,1/1/2022,19:31,Cash,6.092139722
748-45-2862,A,Trichy,Member,Female,Home and lifestyle,28.31,4,113.24,5.662,143.90,25.00,7/3/2022,18:35,Cash,7.929451702
234-36-2483,B,karur,Normal,Male,Health and beauty,57.59,5,345.54,17.277,385.82,23.00,2/15/2022,13:51,Cash,4.931732156
316-66-3011,A,Trichy,Member,Female,Food and beverages,47.63,8,428.67,21.4335,486.10,36.00,1/23/2022,12:35,Cash,4.835031526
848-95-6252,C,Chennai,Member,Female,Home and lifestyle,86.27,1,86.27,4.3135,134.58,44.00,2/20/2022,13:24,Ewallet,6.769044136
840-76-5966,A,Trichy,Member,Male,Sports and travel,12.76,2,25.52,1.276,54.80,28.00,8/1/2022,18:06,Ewallet,7.54264918
152-03-4217,B,karur,Normal,Female,Home and lifestyle,11.28,8,101.52,5.076,135.60,29.00,3/17/2022,11:55,Credit card,4.158127112
533-66-5566,B,karur,Normal,Female,Home and lifestyle,51.07,6,357.49,17.8745,407.36,32.00,12/1/2022,11:42,Cash,6.769044136
124-31-1458,A,Trichy,Member,Female,Electronic accessories,79.59,3,238.77,11.9385,300.71,50.00,8/1/2022,14:30,Cash,6.382241614
176-78-1170,C,Chennai,Member,Male,Health and beauty,33.81,3,101.43,5.0715,139.50,33.00,1/26/2022,15:11,Ewallet,7.059146027
361-59-0574,B,karur,Member,Male,Sports and travel,90.53,7,724.24,36.212,798.45,38.00,3/15/2022,14:48,Credit card,6.285540983
101-81-4070,C,Chennai,Member,Female,Health and beauty,62.82,2,125.64,6.282,174.92,43.00,1/17/2022,12:36,Ewallet,4.738330895
631-34-1880,C,Chennai,Member,Male,Food and beverages,24.31,3,72.93,3.6465,91.58,15.00,8/1/2022,19:09,Credit card,4.158127112
852-82-2749,A,Trichy,Normal,Male,Sports and travel,64.59,4,258.36,12.918,302.28,31.00,6/1/2022,13:35,Ewallet,8.993158638
873-14-6353,A,Trichy,Member,Male,Food and beverages,24.82,6,173.74,8.687,220.43,38.00,2/16/2022,10:33,Credit card,6.865744766
584-66-4073,C,Chennai,Normal,Male,Fashion accessories,56.5,1,56.5,2.825,100.33,41.00,3/13/2022,15:45,Ewallet,9.283260529
544-55-9589,B,karur,Member,Female,Electronic accessories,21.43,9,214.3,10.715,269.02,44.00,1/28/2022,11:51,Cash,5.995439092
166-19-2553,A,Trichy,Member,Male,Sports and travel,89.06,5,534.36,26.718,594.08,33.00,1/18/2022,17:26,Cash,9.573362421
737-88-5876,A,Trichy,Member,Male,Home and lifestyle,23.29,4,93.16,4.658,139.82,42.00,3/19/2022,11:52,Credit card,5.7053372
154-87-7367,C,Chennai,Normal,Male,Home and lifestyle,65.26,7,522.08,26.104,584.18,36.00,3/15/2022,14:04,Ewallet,6.092139722
885-56-0389,C,Chennai,Member,Male,Fashion accessories,52.35,1,52.35,2.6175,101.97,47.00,12/2/2022,17:49,Cash,3.868025221
608-05-3804,B,karur,Member,Male,Electronic accessories,39.75,1,39.75,1.9875,78.74,37.00,2/25/2022,20:19,Cash,5.898738461
448-61-3783,A,Trichy,Normal,Female,Electronic accessories,90.02,7,720.16,36.008,805.17,49.00,3/21/2022,16:08,Credit card,4.351528373
761-49-0439,B,karur,Member,Female,Electronic accessories,12.1,7,96.8,4.84,126.64,25.00,1/19/2022,10:17,Ewallet,8.316254224
490-95-0021,B,karur,Member,Female,Food and beverages,33.21,9,332.1,16.605,363.71,15.00,8/1/2022,14:25,Ewallet,5.802037831
115-38-7388,C,Chennai,Member,Female,Fashion accessories,10.18,7,81.44,4.072,100.51,15.00,3/30/2022,12:51,Credit card,9.186559899
311-13-6971,B,karur,Member,Male,Sports and travel,31.99,9,319.9,15.995,383.90,48.00,2/20/2022,15:18,Credit card,9.573362421
291-55-6563,A,Trichy,Member,Female,Home and lifestyle,34.42,5,206.52,10.326,266.85,50.00,3/30/2022,12:45,Ewallet,7.252547288
548-48-3156,A,Trichy,Member,Female,Food and beverages,83.34,2,166.68,8.334,221.01,46.00,3/19/2022,13:37,Cash,7.349247919
460-93-5834,A,Trichy,Normal,Male,Sports and travel,45.58,6,319.06,15.953,352.01,17.00,1/13/2022,10:03,Cash,4.835031526
325-89-4209,A,Trichy,Member,Male,Food and beverages,87.9,1,87.9,4.395,115.30,23.00,5/2/2022,19:42,Ewallet,6.478942244
884-80-6021,A,Trichy,Member,Female,Electronic accessories,73.47,9,734.7,36.735,781.44,10.00,3/23/2022,13:14,Ewallet,9.186559899
137-74-8729,C,Chennai,Normal,Female,Fashion accessories,12.19,7,97.52,4.876,127.40,25.00,3/13/2022,12:47,Ewallet,6.575642875
880-46-5796,A,Trichy,Member,Male,Sports and travel,76.92,9,769.2,38.46,826.66,19.00,3/17/2022,19:53,Ewallet,5.415235309
389-70-2397,C,Chennai,Normal,Female,Health and beauty,83.66,4,418.3,20.915,467.22,28.00,2/21/2022,10:26,Cash,6.962445397
114-35-5271,B,karur,Normal,Female,Electronic accessories,57.91,7,463.28,23.164,510.44,24.00,7/2/2022,15:06,Cash,7.832751072
607-76-6216,C,Chennai,Member,Female,Fashion accessories,92.49,4,462.45,23.1225,522.57,37.00,2/3/2022,16:35,Credit card,8.316254224
715-20-1673,B,karur,Normal,Male,Electronic accessories,28.38,4,141.9,7.095,175.00,26.00,6/3/2022,20:57,Cash,9.089859268
811-35-1094,B,karur,Member,Male,Electronic accessories,50.45,5,302.7,15.135,343.84,26.00,6/2/2022,15:16,Credit card,8.606356116
699-88-1972,B,karur,Normal,Male,Health and beauty,99.16,7,793.28,39.664,882.94,50.00,1/28/2022,17:47,Credit card,4.061426482
781-84-8059,C,Chennai,Normal,Male,Fashion accessories,60.74,6,425.18,21.259,488.44,42.00,1/18/2022,16:23,Ewallet,4.835031526
409-49-6995,C,Chennai,Member,Female,Food and beverages,47.27,5,283.62,14.181,342.80,45.00,5/2/2022,10:17,Cash,8.509655485
725-54-0677,C,Chennai,Member,Male,Health and beauty,85.6,6,599.2,29.96,670.16,41.00,2/3/2022,13:50,Cash,5.125133417
146-09-5432,A,Trichy,Member,Male,Food and beverages,35.04,8,315.36,15.768,360.13,29.00,9/2/2022,19:17,Ewallet,4.448229004
377-79-7592,C,Chennai,Member,Female,Electronic accessories,44.84,8,403.56,20.178,458.74,35.00,1/14/2022,14:00,Credit card,7.252547288
509-10-0516,B,karur,Normal,Male,Home and lifestyle,45.97,4,183.88,9.194,243.07,50.00,9/2/2022,12:02,Ewallet,4.931732156
595-94-9924,A,Trichy,Member,Female,Health and beauty,27.73,4,138.65,6.9325,185.58,40.00,3/26/2022,20:21,Credit card,4.061426482
865-41-9075,A,Trichy,Normal,Male,Food and beverages,11.53,6,80.71,4.0355,117.75,33.00,1/28/2022,17:35,Cash,7.832751072
545-07-8534,C,Chennai,Normal,Female,Health and beauty,58.32,2,116.64,5.832,153.47,31.00,2/14/2022,12:42,Ewallet,5.802037831
118-62-1812,C,Chennai,Member,Female,Home and lifestyle,78.38,4,313.52,15.676,379.20,50.00,3/24/2022,17:56,Cash,7.639349811
450-42-3339,C,Chennai,Normal,Male,Health and beauty,84.61,9,846.1,42.305,938.41,50.00,9/2/2022,18:58,Credit card,8.509655485
851-98-3555,B,karur,Normal,Female,Health and beauty,82.88,4,414.4,20.72,463.12,28.00,3/24/2022,14:08,Credit card,6.382241614
186-71-5196,A,Trichy,Member,Female,Food and beverages,79.54,2,159.08,7.954,216.03,49.00,3/27/2022,16:30,Ewallet,5.995439092
624-01-8356,B,karur,Normal,Female,Home and lifestyle,49.01,9,490.1,24.505,564.61,50.00,1/27/2022,10:44,Credit card,4.061426482
313-66-9943,B,karur,Member,Female,Food and beverages,29.15,3,87.45,4.3725,106.82,15.00,3/27/2022,20:29,Credit card,7.059146027
151-27-8496,C,Chennai,Normal,Female,Electronic accessories,56.13,4,224.52,11.226,285.75,50.00,1/19/2022,11:43,Ewallet,8.316254224
453-33-6436,A,Trichy,Normal,Female,Home and lifestyle,93.12,7,744.96,37.248,801.21,19.00,7/2/2022,10:09,Cash,6.575642875
522-57-8364,A,Trichy,Member,Male,Fashion accessories,51.34,7,410.72,20.536,460.26,29.00,1/31/2022,10:00,Ewallet,7.349247919
459-45-2396,A,Trichy,Member,Female,Food and beverages,99.6,3,298.8,14.94,329.74,16.00,2/25/2022,18:45,Cash,5.60863657
717-96-4189,C,Chennai,Normal,Female,Electronic accessories,35.49,5,212.94,10.647,233.59,10.00,2/2/2022,12:40,Cash,3.964725851
722-13-2115,C,Chennai,Member,Male,Sports and travel,42.85,1,42.85,2.1425,58.99,14.00,3/14/2022,15:36,Credit card,8.993158638
749-81-8133,A,Trichy,Normal,Female,Fashion accessories,94.67,4,378.68,18.934,424.61,27.00,11/3/2022,12:04,Cash,6.575642875
777-67-2495,B,karur,Normal,Male,Home and lifestyle,68.97,3,206.91,10.3455,251.26,34.00,2/22/2022,11:26,Ewallet,8.412954855
636-98-3364,B,karur,Member,Female,Electronic accessories,26.26,3,78.78,3.939,96.72,14.00,2/3/2022,12:36,Ewallet,6.092139722
246-55-6923,C,Chennai,Member,Female,Home and lifestyle,35.79,8,322.11,16.1055,360.22,22.00,10/3/2022,15:06,Credit card,4.931732156
181-82-6255,B,karur,Normal,Female,Home and lifestyle,16.37,5,98.22,4.911,125.13,22.00,8/2/2022,10:58,Cash,6.769044136
838-02-1821,C,Chennai,Member,Female,Home and lifestyle,12.73,2,25.46,1.273,40.73,14.00,2/22/2022,12:10,Credit card,5.028432787
887-42-0517,C,Chennai,Normal,Female,Sports and travel,83.14,6,581.98,29.099,638.08,27.00,10/1/2022,10:31,Credit card,6.382241614
457-12-0244,C,Chennai,Member,Female,Sports and travel,35.22,5,211.32,10.566,251.89,30.00,3/14/2022,13:49,Ewallet,6.285540983
226-34-0034,B,karur,Normal,Female,Electronic accessories,13.78,4,55.12,2.756,81.88,24.00,10/1/2022,11:10,Ewallet,8.703056746
321-49-7382,B,karur,Member,Male,Sports and travel,88.31,1,88.31,4.4155,112.73,20.00,2/15/2022,17:38,Credit card,5.028432787
397-25-8725,A,Trichy,Member,Female,Health and beauty,39.62,8,356.58,17.829,423.41,49.00,1/13/2022,17:54,Credit card,6.575642875
431-66-2305,B,karur,Normal,Female,Electronic accessories,88.25,8,794.25,39.7125,874.96,41.00,2/15/2022,20:51,Credit card,7.349247919
825-94-5922,B,karur,Normal,Male,Sports and travel,25.31,2,50.62,2.531,102.15,49.00,2/3/2022,19:26,Ewallet,6.962445397
641-62-7288,B,karur,Normal,Male,Home and lifestyle,99.92,5,599.52,29.976,665.50,36.00,3/24/2022,13:33,Ewallet,6.865744766
756-93-1854,C,Chennai,Member,Female,Fashion accessories,83.35,2,166.7,8.335,221.04,46.00,2/2/2022,14:05,Credit card,9.186559899
243-55-8457,A,Trichy,Normal,Female,Food and beverages,74.44,9,744.4,37.22,812.62,31.00,2/27/2022,11:40,Ewallet,4.931732156
458-10-8612,C,Chennai,Normal,Male,Health and beauty,64.08,6,448.56,22.428,518.99,48.00,1/20/2022,12:27,Ewallet,7.349247919
501-61-1753,B,karur,Normal,Female,Home and lifestyle,63.15,5,378.9,18.945,408.85,11.00,3/1/2022,20:24,Ewallet,9.47666179
235-06-8510,C,Chennai,Member,Male,Home and lifestyle,85.72,3,257.16,12.858,316.02,46.00,1/24/2022,20:59,Ewallet,4.931732156
433-08-7822,C,Chennai,Normal,Female,Health and beauty,78.89,6,552.23,27.6115,596.84,17.00,5/1/2022,19:48,Ewallet,7.252547288
361-85-2571,A,Trichy,Normal,Female,Sports and travel,89.48,4,447.4,22.37,498.77,29.00,3/30/2022,10:18,Cash,7.155846658
131-70-8179,A,Trichy,Member,Female,Health and beauty,92.09,3,276.27,13.8135,338.08,48.00,2/17/2022,16:27,Cash,4.061426482
500-02-2261,C,Chennai,Normal,Female,Food and beverages,57.29,5,343.74,17.187,374.93,14.00,3/21/2022,17:04,Ewallet,5.7053372
